hospital_id,name,city,state,pincode,address,latitude,longitude,specialties,procedures,cost_min,cost_max,currency,facilities,accreditation,pmjay_empanelled,annual_procedure_volume,outcome_metric,icu_beds,source_type,verification_status,source_url,last_verified,last_updated,data_status,condition_tag,review_status,phone,facility_type,date_of_establishment,success_rates
PBAMR-022,Diwan Singh Memorial Hospital Pvt. Ltd.,Amritsar,Punjab,990047,"Amritsar, Punjab (street address not published in source)",31.645365,74.853396,"{Ophthalmology,Ophthalmic Surgery}","{Cataract Surgery,LASIK Evaluation,Phacoemulsification,Vitrectomy}",104000,578144,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{ISO-style demo},True,1365,Synthetic demo composite outcome: 89%,12,public,simulated,https://healthcardhospitallist.com/punjab/amritsar,2026-09-24,2026-09-24,synthetic_demo_data,emergency,pending,9781715000,Private,2014-10-20,"{""Ophthalmology"":95,""Ophthalmic Surgery"":94}"
PBAMR-023,Dr Daljit Singh Eye Hospital,Amritsar,Punjab,990048,"Amritsar, Punjab (street address not published in source)",31.654770,74.878483,"{ENT,Head & Neck Surgery}","{Tonsillectomy,Endoscopic Sinus Surgery,Thyroid Surgery,Neck Dissection}",107000,314927,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{Quality-certified demo},True,876,Synthetic demo composite outcome: 90%,13,public,simulated,https://healthcardhospitallist.com/punjab/amritsar,2026-09-24,2026-09-24,synthetic_demo_data,ent,pending,9988501203,Private,1965-01-25,"{""ENT"":87,""Head & Neck Surgery"":86}"
PBAMR-024,Dr Karam Singh Memorial Multispeciality Hospital,Amritsar,Punjab,990049,"Amritsar, Punjab (street address not published in source)",31.635616,74.899082,"{Dermatology,Cosmetology}","{Skin Biopsy,Laser Procedures,Hair Restoration Consultation,Laser Therapy}",110000,563740,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{Teaching hospital demo},True,357,Synthetic demo composite outcome: 89%,6,public,simulated,https://healthcardhospitallist.com/punjab/amritsar,2026-09-24,2026-09-24,synthetic_demo_data,dermatology,pending,9872620987,Private,1972-04-03,"{""Dermatology"":89,""Cosmetology"":90}"
PBAMR-025,Dr Manilas Surgicity,Amritsar,Punjab,990050,"Amritsar, Punjab (street address not published in source)",31.601329,74.869480,"{Psychiatry,Behavioral Health}","{Psychiatric Consultation,Counselling,Psychological Assessment}",113000,566608,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{Not specified / demo},True,764,Synthetic demo composite outcome: 93%,9,public,simulated,https://healthcardhospitallist.com/punjab/amritsar,2026-09-24,2026-09-24,synthetic_demo_data,neurological,pending,7527949999,Private,1979-07-08,"{""Psychiatry"":90,""Behavioral Health"":88}"
PBAMR-026,DR PUNJS ARTEMIS HOSPITAL,Amritsar,Punjab,990051,"Amritsar, Punjab (street address not published in source)",31.605765,74.863287,"{Emergency Medicine,Trauma Care}","{Emergency Stabilization,Trauma Resuscitation,Trauma Stabilization,Fracture Management}",65000,285110,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{NABH-style demo},True,1529,Synthetic demo composite outcome: 96%,7,public,simulated,https://healthcardhospitallist.com/punjab/amritsar,2026-09-24,2026-09-24,synthetic_demo_data,emergency,pending,9501117264,Private,1986-10-13,"{""Emergency Medicine"":92,""Trauma Care"":96}"
PBLUD-001,AASTHA KIDNEY AND SUPER SPECIALITY HOSPITAL,Ludhiana,Punjab,990052,"Ludhiana, Punjab (street address not published in source)",30.904242,75.825822,"{Endocrinology,Diabetology}","{Diabetes Management,Thyroid Evaluation,Diabetes Screening,Insulin Management}",68000,250205,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{ISO-style demo},True,613,Synthetic demo composite outcome: 86%,15,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,general-surgery,pending,9988125662,Private,1993-01-18,"{""Endocrinology"":91,""Diabetology"":91}"
PBLUD-002,AIMC BASSI HOSPITAL,Ludhiana,Punjab,990053,"Ludhiana, Punjab (street address not published in source)",30.884826,75.861757,"{Rheumatology,Pain Medicine}","{Arthritis Management,Autoimmune Evaluation,Pain Clinic,Nerve Blocks}",71000,314188,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{Quality-certified demo},True,1070,Synthetic demo composite outcome: 96%,8,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,gastro,pending,9814032732,Private,2000-04-23,"{""Rheumatology"":93,""Pain Medicine"":86}"
PBLUD-003,Amen Hospital,Ludhiana,Punjab,990054,"Ludhiana, Punjab (street address not published in source)",30.868673,75.871422,"{General Medicine,Family Medicine}","{Outpatient Consultation,Health Screening,Primary Care}",74000,385222,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{Teaching hospital demo},True,453,Synthetic demo composite outcome: 91%,14,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,general-surgery,pending,9815021724,Private,2007-07-01,"{""General Medicine"":95,""Family Medicine"":94}"
PBLUD-004,ANUPAM HOSPITAL,Ludhiana,Punjab,990055,"Ludhiana, Punjab (street address not published in source)",30.879926,75.844056,"{Cardiology,Internal Medicine}","{ECG,Echocardiography,Consultation,Diagnostic Evaluation}",77000,288947,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{Not specified / demo},True,862,Synthetic demo composite outcome: 88%,6,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,respiratory,pending,8820257956,Private,2014-10-06,"{""Cardiology"":95,""Internal Medicine"":99}"
PBLUD-005,AROGYA HOSPITAL,Ludhiana,Punjab,990056,"Ludhiana, Punjab (street address not published in source)",30.880751,75.849511,"{Neurology,Neurosurgery}","{EEG,MRI Brain,Craniotomy,Spine Surgery}",80000,394039,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{NABH-style demo},True,531,Synthetic demo composite outcome: 97%,9,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,oncology,pending,7589166950,Private,1965-01-11,"{""Neurology"":96,""Neurosurgery"":94}"
PBLUD-006,Arora Neuro Centre,Ludhiana,Punjab,990057,"Ludhiana, Punjab (street address not published in source)",30.916301,75.891720,"{Orthopedics,Joint Replacement}","{Fracture Fixation,Arthroscopy,Total Knee Replacement,Total Hip Replacement}",83000,456747,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{ISO-style demo},True,283,Synthetic demo composite outcome: 88%,8,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,orthopedic,pending,9988063102,Private,1972-04-16,"{""Orthopedics"":87,""Joint Replacement"":83}"
PBLUD-007,Arzoo hospital,Ludhiana,Punjab,990058,"Ludhiana, Punjab (street address not published in source)",30.920722,75.878408,"{General Surgery,Laparoscopic Surgery}","{Appendectomy,Hernia Repair,Laparoscopic Cholecystectomy,Laparoscopic Hernia Repair}",86000,377247,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{Quality-certified demo},True,907,Synthetic demo composite outcome: 94%,2,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,general-surgery,pending,9877041124,Private,1979-07-21,"{""General Surgery"":95,""Laparoscopic Surgery"":91}"
PBLUD-008,ASG Hospital Pvt Ltd,Ludhiana,Punjab,990059,"Ludhiana, Punjab (street address not published in source)",30.894756,75.841764,"{Gastroenterology,Hepatology}","{Endoscopy,Colonoscopy,Liver Function Assessment,FibroScan}",89000,290180,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{Teaching hospital demo},True,795,Synthetic demo composite outcome: 87%,13,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,gastro,pending,8875020446,Private,1986-10-26,"{""Gastroenterology"":90,""Hepatology"":87}"
PBLUD-009,Bajaj ortho and Multispeciality,Ludhiana,Punjab,990060,"Ludhiana, Punjab (street address not published in source)",30.908325,75.868605,"{Nephrology,Urology}","{Hemodialysis,Kidney Biopsy,TURP,Ureteroscopy}",92000,525707,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{Not specified / demo},True,593,Synthetic demo composite outcome: 89%,5,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,ent,pending,9814027620,Private,1993-01-04,"{""Nephrology"":92,""Urology"":90}"
PBLUD-010,BANSAL CHARITABLE HOSPITAL,Ludhiana,Punjab,990061,"Ludhiana, Punjab (street address not published in source)",30.922109,75.831412,"{Pulmonology,Critical Care}","{Bronchoscopy,Pulmonary Function Test,Ventilator Support,Sepsis Management}",95000,448032,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{NABH-style demo},True,812,Synthetic demo composite outcome: 93%,7,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,dermatology,pending,9876293608,Private,2000-04-09,"{""Pulmonology"":99,""Critical Care"":97}"
PBLUD-011,Bassi nursing home,Ludhiana,Punjab,990062,"Ludhiana, Punjab (street address not published in source)",30.882711,75.845385,"{Oncology,Radiation Oncology}","{Chemotherapy,Cancer Screening,Radiotherapy Planning,External Beam Radiotherapy}",98000,242922,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{ISO-style demo},True,1370,Synthetic demo composite outcome: 88%,16,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,oncology,pending,8146421133,Private,2007-07-14,"{""Oncology"":96,""Radiation Oncology"":97}"
PBLUD-012,Bhivaan Orthocare and Trauma Centre,Ludhiana,Punjab,990063,"Ludhiana, Punjab (street address not published in source)",30.880237,75.862710,"{Obstetrics & Gynecology,Women’s Health}","{Normal Delivery,Cesarean Section,Antenatal Care,Gynecology Consultation}",101000,407424,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{Quality-certified demo},True,1620,Synthetic demo composite outcome: 93%,7,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,women-health,pending,7009520543,Private,2014-10-19,"{""Obstetrics & Gynecology"":87,""Women’s Health"":87}"
PBLUD-013,Cancer Centers of America,Ludhiana,Punjab,990064,"Ludhiana, Punjab (street address not published in source)",30.896534,75.857976,"{Pediatrics,Neonatology}","{Pediatric Consultation,Vaccination,NICU Care,Newborn Screening}",104000,493248,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{Teaching hospital demo},True,1192,Synthetic demo composite outcome: 93%,3,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,pediatrics,pending,9875992802,Private,1965-01-24,"{""Pediatrics"":87,""Neonatology"":90}"
PBLUD-014,CH Ludhiana,Ludhiana,Punjab,990065,"Ludhiana, Punjab (street address not published in source)",30.928483,75.845353,"{Ophthalmology,Ophthalmic Surgery}","{Cataract Surgery,LASIK Evaluation,Phacoemulsification,Vitrectomy}",87000,244760,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{Not specified / demo},True,1376,Synthetic demo composite outcome: 90%,4,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,cardiac,pending,9665537782,Public,1972-04-02,"{""Ophthalmology"":85,""Ophthalmic Surgery"":90}"
PBLUD-015,chawla nursing home,Ludhiana,Punjab,990066,"Ludhiana, Punjab (street address not published in source)",30.923516,75.827426,"{ENT,Head & Neck Surgery}","{Tonsillectomy,Endoscopic Sinus Surgery,Thyroid Surgery,Neck Dissection}",90000,384232,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{NABH-style demo},True,892,Synthetic demo composite outcome: 91%,11,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,ent,pending,9914334501,Public,1979-07-07,"{""ENT"":88,""Head & Neck Surgery"":83}"
PBLUD-016,CHC Dehlon,Ludhiana,Punjab,990067,"Ludhiana, Punjab (street address not published in source)",30.889631,75.841682,"{Dermatology,Cosmetology}","{Skin Biopsy,Laser Procedures,Hair Restoration Consultation,Laser Therapy}",93000,447115,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{ISO-style demo},True,1387,Synthetic demo composite outcome: 87%,14,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,dermatology,pending,9915752979,Public,1986-10-12,"{""Dermatology"":98,""Cosmetology"":98}"
PBLUD-017,CHC HATHUR,Ludhiana,Punjab,990068,"Ludhiana, Punjab (street address not published in source)",30.896783,75.822884,"{Psychiatry,Behavioral Health}","{Psychiatric Consultation,Counselling,Psychological Assessment}",45000,229068,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{Quality-certified demo},True,228,Synthetic demo composite outcome: 88%,17,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,general-surgery,pending,9779285226,Public,1993-01-17,"{""Psychiatry"":90,""Behavioral Health"":91}"
PBLUD-018,CHC KOOM KALAN,Ludhiana,Punjab,990069,"Ludhiana, Punjab (street address not published in source)",30.917143,75.880283,"{Emergency Medicine,Trauma Care}","{Emergency Stabilization,Trauma Resuscitation,Trauma Stabilization,Fracture Management}",48000,223295,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{Teaching hospital demo},True,1135,Synthetic demo composite outcome: 93%,8,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,emergency,pending,9915300543,Public,2000-04-22,"{""Emergency Medicine"":92,""Trauma Care"":88}"
PBLUD-019,CHC Machhiwara,Ludhiana,Punjab,990070,"Ludhiana, Punjab (street address not published in source)",30.886265,75.860370,"{Endocrinology,Diabetology}","{Diabetes Management,Thyroid Evaluation,Diabetes Screening,Insulin Management}",51000,236030,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{Not specified / demo},True,941,Synthetic demo composite outcome: 96%,7,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,renal,pending,8146705576,Public,2007-07-27,"{""Endocrinology"":98,""Diabetology"":93}"
PBLUD-020,CHC Maloud,Ludhiana,Punjab,990071,"Ludhiana, Punjab (street address not published in source)",30.869097,75.853374,"{Rheumatology,Pain Medicine}","{Arthritis Management,Autoimmune Evaluation,Pain Clinic,Nerve Blocks}",54000,266047,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{NABH-style demo},True,731,Synthetic demo composite outcome: 91%,9,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,respiratory,pending,8837628497,Public,2014-10-05,"{""Rheumatology"":92,""Pain Medicine"":91}"
PBLUD-021,CHC Manupur,Ludhiana,Punjab,990072,"Ludhiana, Punjab (street address not published in source)",30.920270,75.836035,"{General Medicine,Family Medicine}","{Outpatient Consultation,Health Screening,Primary Care}",57000,281388,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{ISO-style demo},True,480,Synthetic demo composite outcome: 97%,2,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,general-surgery,pending,9417540695,Public,1965-01-10,"{""General Medicine"":91,""Family Medicine"":89}"
PBLUD-022,CHC Pakhowal,Ludhiana,Punjab,990073,"Ludhiana, Punjab (street address not published in source)",30.922304,75.838567,"{Cardiology,Internal Medicine}","{ECG,Echocardiography,Consultation,Diagnostic Evaluation}",60000,153886,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{Quality-certified demo},True,1749,Synthetic demo composite outcome: 96%,9,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,women-health,pending,8195870200,Public,1972-04-15,"{""Cardiology"":93,""Internal Medicine"":87}"
PBLUD-023,CHC Payal,Ludhiana,Punjab,990074,"Ludhiana, Punjab (street address not published in source)",30.876896,75.824763,"{Neurology,Neurosurgery}","{EEG,MRI Brain,Craniotomy,Spine Surgery}",63000,207648,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{Teaching hospital demo},True,1196,Synthetic demo composite outcome: 89%,10,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,pediatrics,pending,9878313999,Public,1979-07-20,"{""Neurology"":89,""Neurosurgery"":88}"
PBLUD-024,CHC Sahnewal,Ludhiana,Punjab,990075,"Ludhiana, Punjab (street address not published in source)",30.890775,75.872279,"{Orthopedics,Joint Replacement}","{Fracture Fixation,Arthroscopy,Total Knee Replacement,Total Hip Replacement}",66000,192911,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{Not specified / demo},True,464,Synthetic demo composite outcome: 92%,5,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,orthopedic,pending,9781113259,Public,1986-10-25,"{""Orthopedics"":91,""Joint Replacement"":90}"
PBLUD-025,CHC Sidhwan Bet,Ludhiana,Punjab,990076,"Ludhiana, Punjab (street address not published in source)",30.892686,75.874442,"{General Surgery,Laparoscopic Surgery}","{Appendectomy,Hernia Repair,Laparoscopic Cholecystectomy,Laparoscopic Hernia Repair}",69000,216287,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{NABH-style demo},True,1648,Synthetic demo composite outcome: 93%,14,public,simulated,https://healthcardhospitallist.com/punjab/ludhiana,2026-09-24,2026-09-24,synthetic_demo_data,general-surgery,pending,7355533958,Public,1993-01-03,"{""General Surgery"":89,""Laparoscopic Surgery"":85}"
PBHOS-001,BBMB Hospital Talwara,Hoshiarpur,Punjab,990077,"Hoshiarpur, Punjab (street address not published in source)",31.523037,75.881897,"{Gastroenterology,Hepatology}","{Endoscopy,Colonoscopy,Liver Function Assessment,FibroScan}",77000,431817,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{ISO-style demo},True,784,Synthetic demo composite outcome: 88%,16,public,simulated,https://healthcardhospitallist.com/punjab/hoshiarpur,2026-09-24,2026-09-24,synthetic_demo_data,gastro,pending,9417807715,GOI,2000-04-08,"{""Gastroenterology"":90,""Hepatology"":91}"
PBHOS-002,CHC Bhol Kalota,Hoshiarpur,Punjab,990078,"Hoshiarpur, Punjab (street address not published in source)",31.538470,75.944419,"{Nephrology,Urology}","{Hemodialysis,Kidney Biopsy,TURP,Ureteroscopy}",75000,397506,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{Quality-certified demo},True,1573,Synthetic demo composite outcome: 95%,5,public,simulated,https://healthcardhospitallist.com/punjab/hoshiarpur,2026-09-24,2026-09-24,synthetic_demo_data,mental-health,pending,8558960749,Public,2007-07-13,"{""Nephrology"":86,""Urology"":90}"
PBHOS-003,CHC BHUNGA,Hoshiarpur,Punjab,990079,"Hoshiarpur, Punjab (street address not published in source)",31.546539,75.895516,"{Pulmonology,Critical Care}","{Bronchoscopy,Pulmonary Function Test,Ventilator Support,Sepsis Management}",78000,423721,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{Teaching hospital demo},True,323,Synthetic demo composite outcome: 97%,16,public,simulated,https://healthcardhospitallist.com/punjab/hoshiarpur,2026-09-24,2026-09-24,synthetic_demo_data,emergency,pending,8437383314,Public,2014-10-18,"{""Pulmonology"":88,""Critical Care"":87}"
PBHOS-004,CHC Budhabar,Hoshiarpur,Punjab,990080,"Hoshiarpur, Punjab (street address not published in source)",31.520366,75.940681,"{Oncology,Radiation Oncology}","{Chemotherapy,Cancer Screening,Radiotherapy Planning,External Beam Radiotherapy}",81000,263209,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{Not specified / demo},True,857,Synthetic demo composite outcome: 87%,17,public,simulated,https://healthcardhospitallist.com/punjab/hoshiarpur,2026-09-24,2026-09-24,synthetic_demo_data,oncology,pending,9855241924,Public,1965-01-23,"{""Oncology"":94,""Radiation Oncology"":92}"
PBHOS-005,CHC Hajipur,Hoshiarpur,Punjab,990081,"Hoshiarpur, Punjab (street address not published in source)",31.533934,75.932302,"{Obstetrics & Gynecology,Women’s Health}","{Normal Delivery,Cesarean Section,Antenatal Care,Gynecology Consultation}",84000,288866,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{NABH-style demo},True,1459,Synthetic demo composite outcome: 97%,17,public,simulated,https://healthcardhospitallist.com/punjab/hoshiarpur,2026-09-24,2026-09-24,synthetic_demo_data,women-health,pending,9814569169,Public,1972-04-01,"{""Obstetrics & Gynecology"":85,""Women’s Health"":89}"
PBHOS-006,CHC Harta Badla,Hoshiarpur,Punjab,990082,"Hoshiarpur, Punjab (street address not published in source)",31.480882,75.887085,"{Pediatrics,Neonatology}","{Pediatric Consultation,Vaccination,NICU Care,Newborn Screening}",87000,276793,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{ISO-style demo},True,1710,Synthetic demo composite outcome: 97%,5,public,simulated,https://healthcardhospitallist.com/punjab/hoshiarpur,2026-09-24,2026-09-24,synthetic_demo_data,pediatrics,pending,9815503636,Public,1979-07-06,"{""Pediatrics"":99,""Neonatology"":99}"
PBHOS-007,CHC KAMAHI DEVI,Hoshiarpur,Punjab,990083,"Hoshiarpur, Punjab (street address not published in source)",31.540088,75.937579,"{Ophthalmology,Ophthalmic Surgery}","{Cataract Surgery,LASIK Evaluation,Phacoemulsification,Vitrectomy}",90000,420721,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{Quality-certified demo},True,1474,Synthetic demo composite outcome: 94%,13,public,simulated,https://healthcardhospitallist.com/punjab/hoshiarpur,2026-09-24,2026-09-24,synthetic_demo_data,orthopedic,pending,9888822416,Public,1986-10-11,"{""Ophthalmology"":96,""Ophthalmic Surgery"":95}"
PBHOS-008,CHC Mahilpur,Hoshiarpur,Punjab,990084,"Hoshiarpur, Punjab (street address not published in source)",31.541146,75.914964,"{ENT,Head & Neck Surgery}","{Tonsillectomy,Endoscopic Sinus Surgery,Thyroid Surgery,Neck Dissection}",93000,378990,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{Teaching hospital demo},True,1130,Synthetic demo composite outcome: 93%,17,public,simulated,https://healthcardhospitallist.com/punjab/hoshiarpur,2026-09-24,2026-09-24,synthetic_demo_data,ent,pending,9417305719,Public,1993-01-16,"{""ENT"":89,""Head & Neck Surgery"":94}"
PBHOS-009,CHC MAND BHANDER,Hoshiarpur,Punjab,990085,"Hoshiarpur, Punjab (street address not published in source)",31.532480,75.898972,"{Dermatology,Cosmetology}","{Skin Biopsy,Laser Procedures,Hair Restoration Consultation,Laser Therapy}",45000,175475,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{Not specified / demo},True,1175,Synthetic demo composite outcome: 93%,5,public,simulated,https://healthcardhospitallist.com/punjab/hoshiarpur,2026-09-24,2026-09-24,synthetic_demo_data,dermatology,pending,9417881050,Public,2000-04-21,"{""Dermatology"":96,""Cosmetology"":99}"
PBHOS-010,CHC sham chaurasi,Hoshiarpur,Punjab,990086,"Hoshiarpur, Punjab (street address not published in source)",31.487983,75.931233,"{Psychiatry,Behavioral Health}","{Psychiatric Consultation,Counselling,Psychological Assessment}",48000,119030,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{NABH-style demo},True,706,Synthetic demo composite outcome: 97%,13,public,simulated,https://healthcardhospitallist.com/punjab/hoshiarpur,2026-09-24,2026-09-24,synthetic_demo_data,renal,pending,9803988872,Public,2007-07-26,"{""Psychiatry"":93,""Behavioral Health"":89}"
PBHOS-011,CHC Tanda,Hoshiarpur,Punjab,990087,"Hoshiarpur, Punjab (street address not published in source)",31.544222,75.893204,"{Emergency Medicine,Trauma Care}","{Emergency Stabilization,Trauma Resuscitation,Trauma Stabilization,Fracture Management}",51000,248570,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{ISO-style demo},True,550,Synthetic demo composite outcome: 88%,6,public,simulated,https://healthcardhospitallist.com/punjab/hoshiarpur,2026-09-24,2026-09-24,synthetic_demo_data,emergency,pending,9814827096,Public,2014-10-04,"{""Emergency Medicine"":86,""Trauma Care"":83}"
PBHOS-012,DH Hoshiarpur,Hoshiarpur,Punjab,990088,"Hoshiarpur, Punjab (street address not published in source)",31.548149,75.925320,"{Endocrinology,Diabetology}","{Diabetes Management,Thyroid Evaluation,Diabetes Screening,Insulin Management}",54000,275441,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{Quality-certified demo},True,1567,Synthetic demo composite outcome: 96%,11,public,simulated,https://healthcardhospitallist.com/punjab/hoshiarpur,2026-09-24,2026-09-24,synthetic_demo_data,oncology,pending,9815618178,Public,1965-01-09,"{""Endocrinology"":92,""Diabetology"":93}"
PBHOS-013,JHANJEE HOSPITAL,Hoshiarpur,Punjab,990089,"Hoshiarpur, Punjab (street address not published in source)",31.498546,75.925181,"{Rheumatology,Pain Medicine}","{Arthritis Management,Autoimmune Evaluation,Pain Clinic,Nerve Blocks}",77000,304987,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{Teaching hospital demo},True,675,Synthetic demo composite outcome: 92%,7,public,simulated,https://healthcardhospitallist.com/punjab/hoshiarpur,2026-09-24,2026-09-24,synthetic_demo_data,women-health,pending,9417140786,Private,1972-04-14,"{""Rheumatology"":89,""Pain Medicine"":94}"
PBHOS-014,NARADHOSPITAL MULTISPECIALITY & TRAUMA CENTRE,Hoshiarpur,Punjab,990090,"Hoshiarpur, Punjab (street address not published in source)",31.544356,75.920856,"{General Medicine,Family Medicine}","{Outpatient Consultation,Health Screening,Primary Care}",80000,370238,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{Not specified / demo},True,553,Synthetic demo composite outcome: 93%,4,public,simulated,https://healthcardhospitallist.com/punjab/hoshiarpur,2026-09-24,2026-09-24,synthetic_demo_data,general-surgery,pending,9417665100,Private,1979-07-19,"{""General Medicine"":91,""Family Medicine"":90}"
PBHOS-015,PRANAV MULTISPECIALITY HOSPITAL,Hoshiarpur,Punjab,990091,"Hoshiarpur, Punjab (street address not published in source)",31.539573,75.885724,"{Cardiology,Internal Medicine}","{ECG,Echocardiography,Consultation,Diagnostic Evaluation}",83000,462436,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{NABH-style demo},True,1400,Synthetic demo composite outcome: 96%,6,public,simulated,https://healthcardhospitallist.com/punjab/hoshiarpur,2026-09-24,2026-09-24,synthetic_demo_data,eye,pending,9023881742,Private,1986-10-24,"{""Cardiology"":96,""Internal Medicine"":96}"
PBHOS-016,PRKM MODERN HOSPITAL,Hoshiarpur,Punjab,990092,"Hoshiarpur, Punjab (street address not published in source)",31.547700,75.886949,"{Neurology,Neurosurgery}","{EEG,MRI Brain,Craniotomy,Spine Surgery}",86000,349891,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{ISO-style demo},True,941,Synthetic demo composite outcome: 93%,17,public,simulated,https://healthcardhospitallist.com/punjab/hoshiarpur,2026-09-24,2026-09-24,synthetic_demo_data,ent,pending,9463441784,Private,1993-01-02,"{""Neurology"":92,""Neurosurgery"":92}"
